station,catchment,district,lat,lon
VALLABHNAGAR *,406,UDAIPUR,"240 38"" N","730 42"" E"
DHARIAWAD *,,UDAIPUR,,
BAGOLIA*,,UDAIPUR,,
KOTRA*,105,UDAIPUR,,
JHADOL*,,UDAIPUR,,
MADAR*,,UDAIPUR,,
GOGUNDA*,406,UDAIPUR,"240 36"" N","740 08"" E"
UDAIPUR *,,UDAIPUR,,"740 08"" E"
UDAISAGAR *,,UDAIPUR,,"740 08"" E"
DEWAS *,,UDAIPUR,,"740 08"" E"
OGNA TANK*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,,"740 08"" E"
JAKHAM DAM *,,UDAIPUR,,"740 08"" E"
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
DHARIAWAD,105,#REF!,"240 06"" N","740 28"" E"
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
GOGUNDA,106,UDAIPUR,"240 45"" N","730 34"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
DHARIAWAD,105,#REF!,"240 06"" N","740 28"" E"
VALLABHNAGAR*,406,UDAIPUR,"240 39"" N","730 39"" E"
BAGOLIA*,,UDAIPUR,"240 48"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,"240 45"" N","730 34"" E"
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
DAYA*,,UDAIPUR,"240 20"" N","730 49"" E"
JAISAMAND*,,UDAIPUR,"240 14"" N","750 57"" E"
KEJAR*,,UDAIPUR,"240 11"" N","730 50"" E"
JAKHAM DAM*,,UDAIPUR,"240 10"" N","740 35"" E"
RISHAVDEV*,,UDAIPUR,"240 07"" N","730 43"" E"
SOMKAGDAR*,,UDAIPUR,"240 02"" N","730 37"" E"
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
JAKHAM DAM*,,UDAIPUR,,
JAISAMAND*,,UDAIPUR,,
DAYA*,,UDAIPUR,,
RISHAVDEV*,,UDAIPUR,,
KEJAR*,,UDAIPUR,,
SOM PICK UP WEIR*,,UDAIPUR,,
SOMKAGDAR* ,,UDAIPUR,,
SALUMBAR*,,UDAIPUR,,
DHARIAWAD*,,UDAIPUR,,
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
DHARIAWAD,105,#REF!,"240 06"" N","740 28"" E"
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
DHARIAWAD*,,UDAIPUR,,
SALUMBAR*,,UDAIPUR,,
DAYA*,,UDAIPUR,,
JAISAMAND*,,UDAIPUR,,
KEJAR*,,UDAIPUR,,
SOMKAGDAR*,,UDAIPUR,,
JAKHAM DAM*,,UDAIPUR,,
RISHAVDEV*,,UDAIPUR,,
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
DHARIAWAD,105,#REF!,"240 06"" N","740 28"" E"
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
DHARIAWAD*,,UDAIPUR,,
SALUMBAR*,,UDAIPUR,,
DAYA*,,UDAIPUR,,
KEJAR*,,UDAIPUR,,
SOM PICK UP*,,UDAIPUR,,
RISHAVDEV*,,UDAIPUR,,
JAISAMAND*,,UDAIPUR,,
JAKHAM DAM*,,UDAIPUR,,
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
DHARIAWAD*,,UDAIPUR,,
SALUMBAR*,,UDAIPUR,,
DAYA*,,UDAIPUR,,
KEJAR*,,UDAIPUR,,
SOM PICK UP*,,UDAIPUR,,
RISHAVDEV*,,UDAIPUR,,
JAISAMAND*,,UDAIPUR,,
JAKHAM DAM*,,UDAIPUR,,
SOMKAGDAR*,,UDAIPUR,,
SEI DAM*,,UDAIPUR,,
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
LASARIA,105,UDAIPUR,,
RISHAVDEV,105,UDAIPUR,,
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
SALUMBAR*,,UDAIPUR,"240 08"" N","740 03"" E"
DAYA*,,UDAIPUR,"240 20"" N","730 49"" E"
KEJAR*,,UDAIPUR,"240 11"" N","730 50"" E"
SOM PICK UP*,,UDAIPUR,"240 12"" N","730 17"" E"
RISHAVDEV*,,UDAIPUR,"240 07"" N","730 43"" E"
JAISAMAND*,,UDAIPUR,"240 14"" N","750 57"" E"
SOMKAGDAR*,,UDAIPUR,"240 02"" N","730 37"" E"
SEI DAM*,,UDAIPUR,"240 23"" N","730 11"" E"
NAI*,,UDAIPUR,,
SEMARI*,,UDAIPUR,,
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
LASARIA,406,UDAIPUR,,
RISHABHDEV,406,UDAIPUR,,
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
SALUMBAR*,,UDAIPUR,"240 08"" N","740 03"" E"
DAYA*,,UDAIPUR,"240 20"" N","730 49"" E"
KEJAR*,,UDAIPUR,"240 11"" N","730 50"" E"
SOM PICK UP*,,UDAIPUR,"240 12"" N","730 17"" E"
RISHAVDEV*,,UDAIPUR,"240 07"" N","730 43"" E"
JAISAMAND*,,UDAIPUR,"240 14"" N","750 57"" E"
SOMKAGDAR*,,UDAIPUR,"240 02"" N","730 37"" E"
SEI DAM*,,UDAIPUR,"240 23"" N","730 11"" E"
NAI*,,UDAIPUR,,
BABALWARA*,,UDAIPUR,,
KHERWARA*,,UDAIPUR,,
SEMARI*,,UDAIPUR,,
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
LASARIA,406,UDAIPUR,,
RISHABHDEV,406,UDAIPUR,,
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
SALUMBAR*,,UDAIPUR,"240 08"" N","740 03"" E"
DAYA*,,UDAIPUR,"240 20"" N","730 49"" E"
KEJAR*,,UDAIPUR,"240 11"" N","730 50"" E"
SOM PICK UP*,,UDAIPUR,"240 12"" N","730 17"" E"
RISHAVDEV*,,UDAIPUR,"240 07"" N","730 43"" E"
JAISAMAND*,,UDAIPUR,"240 14"" N","750 57"" E"
SOMKAGDAR*,,UDAIPUR,"240 02"" N","730 37"" E"
SEI DAM*,,UDAIPUR,"240 23"" N","730 11"" E"
NAI*,,UDAIPUR,,
KHERWARA*,,UDAIPUR,,
BABALWARA*,,UDAIPUR,,
SEMARI*,,UDAIPUR,,
GOGUNDA,106,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
LASARIA,406,UDAIPUR,,
RISHABHDEV,406,UDAIPUR,,
VALLABHNAGAR*,406,UDAIPUR,"240 38"" N","730 42"" E"
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL*,,UDAIPUR,"240 24"" N","730 28"" E"
MADAR*,,UDAIPUR,,
KOTRA*,406,UDAIPUR,"240 22"" N","730 10"" E"
UDAIPUR*,,UDAIPUR,"240 35"" N","730 42"" E"
UDAISAGAR *,,UDAIPUR,"240 33"" N","730 47"" E"
DEWAS *,,UDAIPUR,"240 28"" N","730 33"" E"
GOGUNDA*,,UDAIPUR,,
SWARUPSAGAR *,,UDAIPUR,"240 33"" N","730 40"" E"
OGNA TANK*,,UDAIPUR,"240 30"" N","730 21"" E"
SALUMBAR*,,UDAIPUR,"240 08"" N","740 03"" E"
DAYA*,,UDAIPUR,"240 20"" N","730 49"" E"
KEJAR*,,UDAIPUR,"240 11"" N","730 50"" E"
SOM PICK UP*,,UDAIPUR,"240 12"" N","730 17"" E"
RISHAVDEV*,,UDAIPUR,"240 07"" N","730 43"" E"
JAISAMAND*,,UDAIPUR,"240 14"" N","750 57"" E"
SOMKAGDAR*,,UDAIPUR,"240 02"" N","730 37"" E"
SEI DAM*,,UDAIPUR,"240 23"" N","730 11"" E"
NAI*,,UDAIPUR,,
KHERWARA*,,UDAIPUR,,
BABALWARA*,,UDAIPUR,,
SEMARI*,,UDAIPUR,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
UDAIPUR,105,UDAIPUR,"240 11"" N","730 55"" E"
RAJSAMAND,106,UDAIPUR,"250 45"" N","740 05"" E"
SARARA,105,UDAIPUR,"230 59"" N","730 36"" E"
BHIM,106,UDAIPUR,"240 04"" N","730 53"" E"
KHERWARA,106,UDAIPUR,"240 24"" N","730 28"" E"
KHAMNOR,106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"240 35"" N","730 42"" E"
AMET,106,UDAIPUR,"250 10"" N","730 34"" E"
DEVGARH,106,UDAIPUR,"250 19"" N","730 56"" E"
VALLABH NAGAR,106,UDAIPUR,"250 19"" N","730 56"" E"
MAVLI,106,UDAIPUR,"250 34"" N","730 58"" E"
BHOPALSAGAR,406,UDAIPUR,"240 47"" N","730 59"" E"
LASADIYA,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
PHALASIYA,106,UDAIPUR,"240 22"" N","730 10"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
JHADOL (A),,UDAIPUR,"240 14"" N","750 57"" E"
KOTRA CANTT (A),105,UDAIPUR,"230 59"" N","730 36"" E"
TARPAL (A),,UDAIPUR,"240 07"" N","730 43"" E"
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
UDAIPUR,105,UDAIPUR,"240 11"" N","730 55"" E"
RAJSAMAND,106,UDAIPUR,"250 45"" N","740 05"" E"
SARARA,105,UDAIPUR,"230 59"" N","730 36"" E"
BHIM,106,UDAIPUR,"240 04"" N","730 53"" E"
KHERWARA,106,UDAIPUR,"240 24"" N","730 28"" E"
KUMBHALGARH,106,UDAIPUR,"240 35"" N","730 42"" E"
AMET,106,UDAIPUR,"250 10"" N","730 34"" E"
DEVGARH,106,UDAIPUR,"250 19"" N","730 56"" E"
VALLABH NAGAR,106,UDAIPUR,"250 19"" N","730 56"" E"
MAVLI,106,UDAIPUR,"250 34"" N","730 58"" E"
LASADIYA,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
PHALASIYA,106,UDAIPUR,"240 22"" N","730 10"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
KOTRA CANTT (A),,UDAIPUR,"240 14"" N","750 57"" E"
JADOL (A),105,UDAIPUR,"230 59"" N","730 36"" E"
TARPAL (A),,UDAIPUR,"240 07"" N","730 43"" E"
NAGLIA *,,UDAIPUR,"240 50"" N","730 50"" E"
BAGOLIA TANK *,,UDAIPUR,"240 17"" N","730 43"" E"
RAKHABDEV *,,UDAIPUR,,
KEWARA *,,UDAIPUR,"240 47"" N","730 49"" E"
JAISAMAND *,,UDAIPUR,"240 42"" N","730 54"" E"
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
KOTRA CANTT (A),105,UDAIPUR,"240 11"" N","730 55"" E"
JHADOL (A),106,UDAIPUR,"250 45"" N","740 05"" E"
TARPAL (A),105,UDAIPUR,"230 59"" N","730 36"" E"
UDAIPUR  (GIRAVA),106,UDAIPUR,"240 04"" N","730 53"" E"
GOGUNDA,106,UDAIPUR,"240 24"" N","730 28"" E"
NATHDWARA,106,UDAIPUR,"240 35"" N","730 42"" E"
RAILMAGRA,106,UDAIPUR,"250 10"" N","730 34"" E"
KUMBHALGARH,106,UDAIPUR,"250 19"" N","730 56"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
VALLABH NAGAR,106,UDAIPUR,"250 34"" N","730 58"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
LASADIYA ,105,UDAIPUR,"240 08"" N","740 03"" E"
DEOGARH,106,UDAIPUR,"240 22"" N","730 10"" E"
BHIM,106,UDAIPUR,"240 22"" N","730 10"" E"
PHALASIYA,,UDAIPUR,,
KOTRA,106,UDAIPUR,"250 02"" N","740 08"" E"
SALUMBER,106,UDAIPUR,"240 55"" N","730 50"" E"
SARARA,,UDAIPUR,"240 14"" N","750 57"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,,UDAIPUR,"240 07"" N","730 43"" E"
JAISAMAND *,,UDAIPUR,"240 50"" N","730 50"" E"
NAGLIA *,,UDAIPUR,"240 17"" N","730 43"" E"
BAGOLIA TANK *,,UDAIPUR,,
KAMLI *,,UDAIPUR,"240 47"" N","730 49"" E"
GHASA *,,UDAIPUR,"240 42"" N","730 54"" E"
KEWARA *,,UDAIPUR,"240 36"" N","740 08"" E"
RAKHABDEV *,,UDAIPUR,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
KOTRA CANTT (A),105,UDAIPUR,"240 11"" N","730 55"" E"
JHADOL (A),106,UDAIPUR,"250 45"" N","740 05"" E"
TARPAL (A),105,UDAIPUR,"230 59"" N","730 36"" E"
UDAIPUR  (GIRAVA),106,UDAIPUR,"240 04"" N","730 53"" E"
GOGUNDA,106,UDAIPUR,"240 24"" N","730 28"" E"
NATHDWARA,106,UDAIPUR,"240 35"" N","730 42"" E"
RAILMAGRA,106,UDAIPUR,"250 10"" N","730 34"" E"
KUMBHALGARH,106,UDAIPUR,"250 19"" N","730 56"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
VALLABH NAGAR,106,UDAIPUR,"250 34"" N","730 58"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
LASADIYA ,105,UDAIPUR,"240 08"" N","740 03"" E"
DEOGARH,106,UDAIPUR,"240 22"" N","730 10"" E"
BHIM,106,UDAIPUR,"240 22"" N","730 10"" E"
PHALASIYA,,UDAIPUR,,
KOTRA,106,UDAIPUR,"250 02"" N","740 08"" E"
SALUMBER,106,UDAIPUR,"240 55"" N","730 50"" E"
SARARA,,UDAIPUR,"240 14"" N","750 57"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,,UDAIPUR,"240 07"" N","730 43"" E"
JAISAMAND *,,UDAIPUR,"240 50"" N","730 50"" E"
NAGLIA *,,UDAIPUR,"240 17"" N","730 43"" E"
BAGOLIA TANK *,,UDAIPUR,,
KAMLI *,,UDAIPUR,"240 47"" N","730 49"" E"
GHASA *,,UDAIPUR,"240 42"" N","730 54"" E"
KEWARA *,,UDAIPUR,"240 36"" N","740 08"" E"
RAKHABDEV *,,UDAIPUR,,
JHUNJHUNU,403,JHUNJHUNU,"280 08"" N","750 23"" E"
CHIRAWA,403,JHUNJHUNU,"280 14"" N","750 39"" E"
KHETRI,403,JHUNJHUNU,"280 00"" N","750 48"" E"
UDAIPURWATI,403,JHUNJHUNU,"270 43"" N","750 29"" E"
PILANI (A),403,JHUNJHUNU,"280 21"" N","750 36"" E"
JHUNJHUNU,403,JHUNJHUNU,"280 08"" N","750 23"" E"
CHIRAWA,403,JHUNJHUNU,"280 14"" N","750 39"" E"
KHETRI,403,JHUNJHUNU,"280 00"" N","750 48"" E"
UDAIPURWATI,403,JHUNJHUNU,"270 43"" N","750 29"" E"
JHUNJHUNU,403,JHUNJHUNU,"280 08"" N","750 23"" E"
CHIRAWA,403,JHUNJHUNU,"280 14"" N","750 39"" E"
KHETRI,403,JHUNJHUNU,"280 00"" N","750 48"" E"
UDAIPURWATI,403,JHUNJHUNU,"270 43"" N","750 29"" E"
JHUNJHUNU,403,JHUNJHUNU,"280 08"" N","750 23"" E"
CHIRAWA,403,JHUNJHUNU,"280 14"" N","750 39"" E"
KHETRI,403,JHUNJHUNU,"280 00"" N","750 48"" E"
UDAIPURWATI,403,JHUNJHUNU,"270 43"" N","750 29"" E"
PILANI  (A),403,JHUNJHUNU,"280 08"" N","750 23"" E"
JHUNJHUNU,403,JHUNJHUNU,"280 08"" N","750 23"" E"
CHIRAWA,403,JHUNJHUNU,"280 14"" N","750 39"" E"
KHETRI,403,JHUNJHUNU,"280 00"" N","750 48"" E"
UDAIPURWATI,403,JHUNJHUNU,"270 43"" N","750 29"" E"
PILANI  (A),403,JHUNJHUNU,"280 08"" N","750 23"" E"
PILANI (A),403,JHINJHUNU,,
JHUNJHUNU,403,JHUNJHUNU,"280 14"" N","750 39"" E"
CHIRAWA,403,JHINJHUNU,"280 00"" N","750 48"" E"
KHETRI,403,JHINJHUNU,"270 43"" N","750 29"" E"
UDAIPURWATI,403,JHINJHUNU,,
PILANI  (A),403,JHUNJHUNU,"280 08"" N","750 23"" E"
JHUNJHUNU,403,JHUNJHUNU,"280 08"" N","750 23"" E"
CHIRAWA,403,JHUNJHUNU,"280 14"" N","750 39"" E"
KHETRI,403,JHUNJHUNU,"280 00"" N","750 48"" E"
UDAIPURWATI,403,JHUNJHUNU,"270 43"" N","750 29"" E"
PILANI (A),403,JHUNJHUNU,,
JHUNJHUNU,403,JHUNJHUNU,"280 14"" N","750 39"" E"
CHIRAWA,403,JHUNJHUNU,"280 00"" N","750 48"" E"
